"","observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species","itis_code"
"596","Phlogophora iris","Phlogophora iris","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Phlogophora","Phlogophora iris",NA
"597","Dyspyralis puncticosta","Dyspyralis puncticosta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dyspyralis","Dyspyralis puncticosta",NA
"598","Hyalophora cecropia","Hyalophora cecropia","species","Saturnie cécropia","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Hyalophora","Hyalophora cecropia",NA
"599","Sthenopis purpurascens","Sthenopis purpurascens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Sthenopis","Sthenopis purpurascens",NA
"600","Sphinx poecila","Sphinx poecila","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Sphinx","Sphinx poecila",NA
"601","Autographa precationis","Autographa precationis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Autographa","Autographa precationis",NA
"602","Hypenodes fractilinea","Hypenodes fractilinea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypenodes","Hypenodes fractilinea",NA
"603","Pheosia rimosa","Pheosia rimosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Pheosia","Pheosia rimosa",NA
"604","Lacinipolia olivacea","Lacinipolia olivacea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacinipolia","Lacinipolia olivacea",NA
"605","Ochropleura implecta","Ochropleura implecta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ochropleura","Ochropleura implecta",NA
"606","Plusia putnami","Plusia putnami","species","La plusie des laîches, la plusie des marais","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Plusia","Plusia putnami",NA
"607","Feltia subgothica","Feltia subgothica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feltia","Feltia subgothica",NA
"608","Colocasia flavicornis","Colocasia flavicornis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Colocasia","Colocasia flavicornis",NA
"609","Zale metatoides","Zale metatoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale","Zale metatoides",NA
"610","Malacosoma disstria","Malacosoma disstria","species","Livrée des forêts","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Malacosoma","Malacosoma disstria",NA
"611","Tetracis cachexiata","Tetracis cachexiata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Tetracis","Tetracis cachexiata",NA
"612","Xanthotype","Xanthotype","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthotype","",NA
"613","Coelodasys","Schizura","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Schizura","",NA
"614","Sympistis badistriga","Sympistis badistriga","species","Noctuelle du chèvrefeuille","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sympistis","Sympistis badistriga",NA
"615","Caloptilia invariabilis","Caloptilia invariabilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia invariabilis",NA
"616","Caripeta angustiorata","Caripeta angustiorata","species","Arpenteuse brune du pin","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Caripeta","Caripeta angustiorata",NA
"617","Lithophane amanda","Lithophane amanda","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane amanda",NA
"618","Dichomeris flavocostella","Dichomeris flavocostella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris flavocostella",NA
"619","Eudryas grata","Eudryas grata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eudryas","Eudryas grata",NA
"620","Eulithis molliculata","Eulithis molliculata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulithis","Eulithis molliculata",NA
"621","Drepana bilineata","Drepana bilineata","species","Faucille dentelée","Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","Falcaria","Falcaria bilineata",NA
"622","Xanthorhoe labradorensis","Xanthorhoe labradorensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe labradorensis",NA
"623","Catocala subnata","Catocala subnata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala subnata",NA
"624","Hymenia perspectalis","Hymenia perspectalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hymenia","Hymenia perspectalis",NA
"625","Argyrotaenia velutinana","Argyrotaenia velutinana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Argyrotaenia","Argyrotaenia velutinana",NA
"626","Anaplectoides prasina","Anaplectoides prasina","species","Noctuelle verte","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anaplectoides","Anaplectoides prasina",NA
"627","Conservula anodonta","Conservula anodonta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Conservula","Conservula anodonta",NA
"628","Baileya ophthalmica","Baileya ophthalmica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Baileya","Baileya ophthalmica",NA
"629","Cenopis reticulatana","Cenopis reticulatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cenopis","Cenopis reticulatana",NA
"630","Vitula edmandsii","Vitula edmandsii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Vitula","Vitula edmandsii",NA
"631","Macaria pustularia","Macaria pustularia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Speranza","Macaria pustularia",NA
"632","Maliattha synochitis","Maliattha synochitis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Maliattha","Maliattha synochitis",NA
"633","Perizoma alchemillata","Perizoma alchemillata","species","La périzome coupée","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Perizoma","Perizoma alchemillata",NA
"634","Orgyia leucostigma","Orgyia leucostigma","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Orgyia","Orgyia leucostigma",NA
"635","Schinia florida","Schinia florida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia florida",NA
"636","Ennomos magnaria","Ennomos magnaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennomos","Ennomos magnaria",NA
"637","Feralia jocosa","Feralia jocosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feralia","Feralia jocosa",NA
"638","Galgula partita","Galgula partita","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Galgula","Galgula partita",NA
"639","Megisto cymela","Megisto cymela","species","Petit satyre des bois","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euptychia","Euptychia cymela","778120"
"640","Ypsolopha dentella","Ypsolopha dentella","species","L'harpiptéryx harpon","Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha dentella",NA
"641","Archips purpurana","Archips purpurana","species","Tortrix purpurin","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Archips","Archips purpurana",NA
"642","Lobophora nivigerata","Lobophora nivigerata","species","Arpenteuse bilignée","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lobophora","Lobophora nivigerata",NA
"643","Fumibotys fumalis","Fumibotys fumalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Fumibotys","Fumibotys fumalis",NA
"644","Euxoa comosa","Euxoa comosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa comosa",NA
"645","Pammene perstructana","Pammene perstructana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pammene","Pammene perstructana",NA
"646","Chytolita morbidalis","Chytolita morbidalis","species","Chytolita morbidalis","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Macrochilo","Chytolita morbidalis",NA
"647","Apamea alia","Apamea alia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",NA
"648","Parectopa plantaginisella","Parectopa plantaginisella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parectopa","Parectopa plantaginisella",NA
"649","Fishia illocata","Fishia illocata","species","Oligia illocata","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Fishia","Fishia illocata",NA
"650","Epirrhoe alternata","Epirrhoe alternata","species","Alternée","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Epirrhoe","Epirrhoe alternata",NA
"651","Iridopsis ephyraria","Iridopsis ephyraria","species","Anacamptodes ephyraria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Iridopsis","Iridopsis ephyraria",NA
"652","Parectopa robiniella","Parectopa robiniella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parectopa","Parectopa robiniella",NA
"653","Argyrotaenia quadrifasciana","Argyrotaenia quadrifasciana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Argyrotaenia","Argyrotaenia quadrifasciana",NA
"654","Caripeta piniata","Caripeta piniata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Caripeta","Caripeta piniata",NA
"655","Acronicta americana","Acronicta americana","species","Acronycte d'amérique","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta americana",NA
"656","Euclidia cuspidea","Euclidia cuspidea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euclidia","Euclidia cuspidea",NA
"657","Ectropis crepuscularia","Ectropis crepuscularia","species","Arpenteuse bossue de la pruche","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Ectropis","Ectropis crepuscularia",NA
"658","Ceratomia undulosa","Ceratomia undulosa","species","Sphinx ondulé","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Ceratomia","Ceratomia undulosa",NA
"659","Sciota basilaris","Sciota basilaris","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Sciota","Sciota basilaris",NA
"660","Hypena baltimoralis","Hypena baltimoralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena baltimoralis",NA
"661","Pheosidea elegans","Pheosidea elegans","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Pheosidea","Pheosidea elegans",NA
"662","Elophila icciusalis","Elophila icciusalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Elophila","Elophila icciusalis",NA
"663","Hypena palparia","Hypena palparia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena palparia",NA
"664","Pyrausta orphisalis","Pyrausta orphisalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta orphisalis",NA
"665","Prionoxystus robiniae","Prionoxystus robiniae","species","Charpentier des bois tendres","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Prionoxystus","Prionoxystus robiniae",NA
"666","Sunira bicolorago","Sunira bicolorago","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola bicolorago",NA
"667","Hemaris diffinis","Hemaris diffinis","species","Sphinx du chèvrefeuille","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hemaris","Hemaris diffinis",NA
"668","Mompha eloisella","Mompha eloisella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha eloisella",NA
"669","Epinotia medioviridana","Epinotia medioviridana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia medioviridana",NA
"670","Cladara limitaria","Cladara limitaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cladara","Cladara limitaria",NA
"671","Euphyia intermediata","Euphyia intermediata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Euphyia","Euphyia intermediata",NA
"672","Euplexia benesimilis","Euplexia benesimilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euplexia","Euplexia benesimilis",NA
"673","Gillmeria pallidactyla","Gillmeria pallidactyla","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Gillmeria","Gillmeria pallidactyla",NA
"674","Besma quercivoraria","Besma quercivoraria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Besma","Besma quercivoraria",NA
"675","Rhopobota finitimana","Rhopobota finitimana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Rhopobota","Rhopobota finitimana",NA
"676","Zanclognatha dentata","Zanclognatha dentata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zanclognatha","Zanclognatha dentata",NA
"677","Epinotia radicana","Epinotia radicana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia radicana",NA
"678","Syngrapha octoscripta","Syngrapha octoscripta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Syngrapha","Syngrapha octoscripta",NA
"679","Thyris maculata","Thyris maculata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Thyrididae","Thyris","Thyris maculata",NA
"680","Elaphria alapallida","Elaphria alapallida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Elaphria","Elaphria alapallida",NA
"681","Polia nimbosa","Polia nimbosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Polia","Polia nimbosa",NA
"682","Spodolepis substriataria","Spodolepis substriataria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Spodolepis","Spodolepis substriataria",NA
"683","Operophtera bruceata","Operophtera bruceata","species","Arpenteuse de bruce","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Operophtera","Operophtera bruceata",NA
"684","Palthis angulalis","Palthis angulalis","species","Arlequin de l'épinette","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Palthis","Palthis angulalis",NA
"685","Ceratomia amyntor","Ceratomia amyntor","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Ceratomia","Ceratomia amyntor",NA
"686","Carpatolechia belangerella","Carpatolechia belangerella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Carpatolechia","Carpatolechia belangerella",NA
"687","Callopistria cordata","Callopistria cordata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Callopistria","Callopistria cordata",NA
"688","Eichlinia cucurbitae","Eichlinia cucurbitae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Eichlinia","Eichlinia cucurbitae",NA
"689","Proteoteras moffatiana","Proteoteras moffatiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Proteoteras","Proteoteras moffatiana",NA
"690","Eueretagrotis perattentus","Eueretagrotis perattentus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eueretagrotis","Eueretagrotis perattentus",NA
"691","Acronicta innotata","Acronicta innotata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta innotata",NA
"692","Notocelia rosaecolana","Notocelia rosaecolana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Notocelia","Notocelia rosaecolana",NA
"693","Crambus praefectellus","Crambus praefectellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambus","Crambus praefectellus",NA
"694","Hypena eductalis","Hypena eductalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena eductalis",NA
"695","Cingilia catenaria","Cingilia catenaria","species","Arpenteuse caténaire","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cingilia","Cingilia catenaria",NA
"696","Tricholita signata","Tricholita signata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Tricholita","Tricholita signata",NA
"697","Feltia herilis","Feltia herilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feltia","Feltia herilis",NA
"698","Morrisonia confusa","Morrisonia confusa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Achatia","Morrisonia confusa",NA
"699","Choristoneura rosaceana","Choristoneura rosaceana","species","Tordeuse à bandes obliques","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Choristoneura","Choristoneura rosaceana",NA
"700","Digrammia ocellinata","Digrammia ocellinata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Digrammia","Digrammia ocellinata",NA
"701","Cnephasia stephensiana","Cnephasia stephensiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cnephasia","Cnephasia stephensiana",NA
"702","Spiramater lutra","Spiramater lutra","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spiramater","Spiramater lutra",NA
"703","Xanthorhoe decoloraria","Xanthorhoe decoloraria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe decoloraria",NA
"704","Pyrausta acrionalis","Pyrausta acrionalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta acrionalis",NA
"705","Spilosoma congrua","Spilosoma congrua","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spilosoma","Spilosoma congrua",NA
"706","Sthenopis argenteomaculatus","Sthenopis argenteomaculatus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Sthenopis","Sthenopis argenteomaculatus",NA
"707","Agonopterix curvilineella","Agonopterix curvilineella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Agonopterix","Agonopterix curvilineella",NA
"708","Lygropia rivulalis","Lygropia rivulalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Lygropia","Lygropia rivulalis",NA
"709","Peridroma saucia","Peridroma saucia","species","Ver-gris panaché","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Peridroma","Peridroma saucia",NA
"710","Herpetogramma aeglealis","Herpetogramma aeglealis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Herpetogramma","Herpetogramma aeglealis",NA
"711","Resapamea stipata","Resapamea stipata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Resapamea","Resapamea stipata",NA
"712","Lon hobomok","Lon hobomok","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Lon","Lon hobomok",NA
"713","Venusia cambrica","Venusia cambrica","species","La cidarie du sorbier","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Venusia","Venusia cambrica",NA
"714","Korscheltellus lupulina","Korscheltellus lupulina","species","La louvette","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Korscheltellus","Korscheltellus lupulina",NA
"715","Haematopis grataria","Haematopis grataria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Haematopis","Haematopis grataria",NA
"716","Spaelotis clandestina","Spaelotis clandestina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spaelotis","Spaelotis clandestina",NA
"717","Hemaris aethra","Hemaris diffinis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hemaris","Hemaris diffinis",NA
"718","Acrobasis amplexella","Acrobasis amplexella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis amplexella",NA
"719","Amphipyra pyramidoides","Amphipyra pyramidoides","species","Noctuelle cuivrée","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amphipyra","Amphipyra pyramidoides",NA
"720","Zanclognatha jacchusalis","Zanclognatha jacchusalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zanclognatha","Zanclognatha jacchusalis",NA
"721","Eurois astricta","Eurois astricta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eurois","Eurois astricta",NA
"722","Acleris curvalana","Acleris curvalana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris curvalana",NA
"723","Acrobasis tricolorella","Acrobasis tricolorella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis tricolorella",NA
"724","Idia rotundalis","Idia rotundalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Idia","Idia rotundalis",NA
"725","Crambus laqueatellus","Crambus laqueatellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambus","Crambus laqueatellus",NA
"726","Batrachedra pinicolella","Batrachedra pinicolella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Batrachedridae","Batrachedra","Batrachedra pinicolella",NA
"727","Protoboarmia porcelaria","Protoboarmia porcelaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Protoboarmia","Protoboarmia porcelaria",NA
"728","Olethreutes exoletum","Olethreutes exoletum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes exoletum",NA
"729","Habrosyne gloriosa","Habrosyne gloriosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Thyatiridae","Habrosyne","Habrosyne gloriosa",NA
"730","Feralia comstocki","Feralia comstocki","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feralia","Feralia comstocki",NA
"731","Catocala concumbens","Catocala concumbens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala concumbens",NA
"732","Zale lunata","Zale lunata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale","Zale lunata",NA
"733","Caenurgina crassiuscula","Caenurgina crassiuscula","species","Arpenteuse du trèfle","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Caenurgina","Caenurgina crassiuscula",NA
"734","Acleris chalybeana","Acleris chalybeana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris chalybeana",NA
"735","Prochoerodes lineola","Prochoerodes lineola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes lineola",NA
"736","Catocala cara","Catocala cara","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala cara",NA
"737","Hypena humuli","Hypena humuli","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena humuli",NA
"738","Zanclognatha cruralis","Zanclognatha cruralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zanclognatha","Zanclognatha cruralis",NA
"739","Trichordestra legitima","Trichordestra legitima","species","Chenille rayée des jardins","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Trichordestra","Trichordestra legitima",NA
"740","Zophodia grossulariella","Zophodia convolutella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Zophodia","Zophodia convolutella",NA
"741","Hypsopygia thymetusalis","Hypsopygia thymetusalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Hypsopygia","Hypsopygia thymetusalis",NA
"742","Macaria wauaria","Macaria wauaria","species","Damas cendré","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Speranza","Macaria wauaria",NA
"743","Paonias myops","Paonias myops","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Paonias","Paonias myops",NA
"744","Oidaematophorus mathewianus","Oidaematophorus mathewianus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Oidaematophorus","Oidaematophorus mathewianus",NA
"745","Scopula cacuminaria","Scopula cacuminaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula cacuminaria",NA
"746","Xestia dilucida","Xestia dilucida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia dilucida",NA
"747","Neoligia subjuncta","Neoligia subjuncta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Neoligia","Neoligia subjuncta",NA
"748","Orthonama obstipata","Orthonama obstipata","species","L'escortée, la phalène dimorphe","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Orthonama","Orthonama obstipata",NA
"749","Dyspyralis nigellus","Dyspyralis nigellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dyspyralis","Dyspyralis nigellus",NA
"750","Machimia tentoriferella","Machimia tentoriferella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Peleopodidae","Machimia","Machimia tentoriferella",NA
"751","Olethreutes nigranum","Olethreutes nigranum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes nigranum",NA
"752","Lithophane petulca","Lithophane petulca","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane petulca",NA
"753","Apamea devastator","Apamea devastator","species","Ver-gris vitreux","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea devastator",NA
"754","Virbia laeta","Virbia laeta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Virbia","Virbia laeta",NA
"755","Celypha cespitana","Celypha cespitana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Celypha","Celypha cespitana",NA
"756","Pseudosciaphila duplex","Pseudosciaphila duplex","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pseudosciaphila","Pseudosciaphila duplex",NA
"757","Probole amicaria","Probole amicaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Probole","Probole amicaria",NA
"758","Icaricia saepiolus","Plebejus","subgenus","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Icaricia","Icaricia saepiolus",NA
"759","Argyresthia oreasella","Argyresthia oreasella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia oreadella",NA
"760","Bellura obliqua","Bellura obliqua","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Bellura","Bellura obliqua",NA
"761","Acleris variana","Acleris variana","species","Tordeuse à tête noire de l'épinette","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variana",NA
"762","Zale aeruginosa","Zale aeruginosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale","Zale aeruginosa",NA
"763","Peridea basitriens","Peridea basitriens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Peridea","Peridea basitriens",NA
"764","Dejongia lobidactylus","Dejongia lobidactylus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Dejongia","Dejongia lobidactylus",NA
"765","Pseudohermonassa bicarnea","Pseudohermonassa bicarnea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pseudohermonassa","Pseudohermonassa bicarnea",NA
"766","Perispasta caeculalis","Perispasta caeculalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Perispasta","Perispasta caeculalis",NA
"767","Lacanobia nevadae","Lacanobia nevadae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacanobia","Lacanobia nevadae",NA
"768","Eulia ministrana","Eulia ministrana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eulia","Eulia ministrana",NA
"769","Loxostege cereralis","Loxostege cereralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Loxostege","Loxostege cereralis",NA
